text,rating,label
grandson picked used right away enjoys tablet,5,2
bought granddaughter absolutely loves,5,2
works great kindle,5,2
junk wont charge,1,0
wonderful value walmart 8 pack duracell like 14,5,2
love really like camera old one backwards hard use,5,2
best deal found,5,2
13 price anything walmart 3 kids use lot batteries,5,2
put batteries led string lights two wreaths place kirkland batteries another set lightsguess amazon batteries loose power quickly kirkland batteries still flashing strongamazon batteries barely blink sorry amazon love,1,0
pros get lot batteries cheap pricecons batteries last long alli dont mind changing batteries something use constantly since got hundred back get little annoying week bought specifically xbox one controller used daily hour two average,3,1
happy product good durability shipment without problemsrecommend product without doubt,5,2
awesome batteries last long time,5,2
havent able train alexa like weve heard probably fault fun,4,2
basic aa batteries havent done detailed tests seem working well alkaline batters weve purchased great value much cheaper per battery name brands,4,2
worked really well unschooled ipads used traveling easy use things needed ie maps books downloaded internet access youtube etc dont play games cannot comment,4,2
christmas present nephew works good loves,4,2
sleek packaging easy set great anyone wants e reader offer,5,2
gifted mom primarily reading books able check ebooks local library works great also uses skype emails facebook grand kids also use downloaded games play bought black friday sale even better deal good tablet,5,2
great price batteries need time things house lasts pretty long,5,2
good,5,2
im loving kindle early gift happy,5,2
last well energizer half price,5,2
tablet easy use great new user,4,2
great toddlers preschoolers 3 yr old loves,5,2
best tablet kids 1 year unlimited apps favorite kids love,5,2
good cheap,5,2
kindle keeps getting better device perfect size pack away business trip kill time reading book even uploading documents access quickly,5,2
kid loves device n price lots apps,5,2
wife several amazon fire tablets one major flaw visibility direct sunlight product addresses issue paper white screen perfect days pool,5,2
8 inch fire great reader 5 star side limited add applications,4,2
thoughts able echo grow added list tasks excited including latest app recognize smartphones contact list place receive calls however echo purchased link samsung smartphone disappointed understatement,4,2
great product described,5,2
tablet greatgrandson loved,4,2
great beginner tablet kids would recommend,3,1
give product 10 tons great learning programs,5,2
82516 neatly packaged especially excessively packaged cardboard box batteries arrived shown protective box batteries fit slots designed aaa batteries duh price amazon convenience make perfect dealill report durability temperature humidity sensors months,5,2
price believe excellent tablet,4,2
enjoy pad options great starter pad kids,4,2
works ok doesnt last long,5,2
bought gift granddaughter 10 loves plays games watches videos listens music,4,2
great tablet lot features great price,4,2
son uses device help homework,4,2
issues like separate profiles use getting online plus load app suitable add profile,5,2
first tablet purchased kids love,4,2
like amazon batteries different sizes quantities order im satisfied length time last price ok also,5,2
great price fast shipping,5,2
good batteries seem good named brands,5,2
powerful nice price,5,2
offers ability use tablet read games many apps perfect take go,5,2
son fascinated tablet iam,5,2
works well battery brand bought,5,2
enjoy kindle son uses time reading helped improve reading skills glad bought thank,5,2
pretty good sound size configuration speaker easy set,5,2
great price found difference longevity batteries expensive brands,5,2
inexpensive doesnt last long,3,1
children think greatest im kind partial agree limit time access things built like tank,5,2
small enough carry every using hear pin drop,5,2
purchased two tablet pink blue 5 7 years children really love tablets yes birthday gift,5,2
pros cons thus farproperfect size ebooks web surfing alleviate strain eyes 5 phone displaynice sturdy casing gives nice heft still weighs one lighter tablets marketchild accounts amazon allows set tablet age restricted access kids making low cost piece tech perfect school kids allows mom dad ration amount time lil johnny play clash clans much hit ol visa card forbattery life thus far wife 5 hours last night battery 46kindle integration goes without saying ebooks audible books synced tablet awesome kindle books look great,4,2
aaa batteries reasonable price difference longevity major brands cheaper delivered door whats like,5,2
still found alkaline battery outlasts duracell price hard beat theyve managed quite well led lamp wireless computer mouse ill purchasing sure,4,2
good batteries cheap,4,2
batteries die extremely quick,3,1
awesome play pokemon clash use silk awesome great present,5,2
love tableti bought 5year old grandson lives parental controls outstanding,5,2
bought upgrade old kindle works awesome even watch movies amazon prime plenty apps choose awesome little tablet,5,2
5 year old sons love seems well made,5,2
purchased tablet 9 year old stepdaughter step old cell phone loves uses much possible easy navigate even still struggling somewhat reading words,5,2
easy use amazon loads books access,5,2
son loves picture quality great loves apps characters loves,5,2
terrible changed batteries wireless keyboard yesterday already dead put another set low powered christmas lights dead hour another identical christmas light set powered energizer batteries still going many many days runningunfortunately bought 48 pack wont make mistake,1,0
goodbye brand name batteries great,5,2
bought black friday 60 bucks wasnt expecting much price point isnt good ipad price pretty close worth every penny,5,2
simple operate 3 yr old would recommend,4,2
good product would buy vender,5,2
like download movies watch offline netflix,5,2
long life,5,2
went tablet based many good customer reviews experience good one start phone every day least hour amazon tech support one issue another techs polite knew product well one point asked one trying save ram kept referring storage told didnt even know difference ram regular storage internet browser basic ran slow times even wifi devices ran great day would pass id trying type email keyboard would stop workingwtf come find known issue theyre working two weeks one thing another got fed returned wanted work gave good run quality stuff like walmart trying build computer theyre obviously computer manufacturer neither amazon id look regular android tablet reputable pc manufacturer exactly next got asus tablet dollars unbelievable 1000 better comparison amazon fire hd8 save aggravation go asus company specifically computer business full time sorry amazon time,1,0
wonderful tablet lite weight super simple use bought one thinking getting one grandmother,5,2
great batteries,5,2
great deal hope last long big brands,5,2
gecksqd helpful understanding different things,5,2
good gift price many features options,4,2
great batteries price,5,2
fourth kindleupgrading time mine goes everywhere used throughout day wouldnt without,5,2
decent batteries,4,2
problems purchase,5,2
bought 25 year old son christmas loves,5,2
great price wonderful,5,2
reliable speaker easy charge easy start playing songs right away alexa access information quicker pulling phone unlocking pulling googlecom love,4,2
lets face batteries stupid expensive usually buy top name brand batteries reading reviews decided try amazons brand say think good top brand battery happy quality life span amazons brand battery continue buy thanks,5,2
fun use also easy kids use well good tablet books games family,5,2
excellent item described satisfied works expected,5,2
wonderful battery multi pack,5,2
price amazon offering tablets theyre great honestly youre looking something watch netflix youtube basic apps well play games tablets amazing love fact great quality price obviously theyre best tablets entire world pay fantastic,4,2
works problems,5,2
great deal ive problems batteries,5,2
price great little tablet limitations apps available use reason gave 4 rather 5 stars hopefully amazon allow perform better soon,4,2
cheep work well,5,2
aa batteries expensive help amazon,5,2
work great however noted arent rechargeable,4,2
works well easy use battery seems good would buy,4,2
bad generic,4,2
screen resolution great like builtin case,5,2
batteries great right price,5,2
great cant find anything thats needs,5,2
like old kindle fire like new one better better screen space,5,2
purchased traveling access email books games without lugging laptop im sure learn needed,4,2
one best products every purchased plays songs give directions weather sound quality excellent,5,2
heavy size purchased replace larger nook find weighs much screen attractive even good signal public places hanging wifi difficult efficient downloading buffering buffering still debating returning another tablet,2,0
using tablet found even prefer size ipad air easy carry around long battery life make preferred device screen perfect size older eyes screen 7 fire small cramped seemed lot less responsive highly recommend sweet tablet,5,2
awesome purchase last pretty long time,5,2
looking great tablet without high price tablet,4,2
standard aa batteries similar aa batteries find stores energy output quite similar however price amazon lot cheaper find store reason really like using batteries amazon basics cheap last acceptable amount time cheap batterydimensions closeups seen photos attached reviewincluded set 48 batteries shrink wrapped groups 4prosgood amount power outputlast acceptable amount timeawesome priceconsnoneadditional considerationsthese batteries rechargeable onetime use need rechargeable battery need look elsewhereoverall 55 stars 5 rounds 5 rounds 5 starsif questions regarding product review please leave comment get back soon possible,5,2
love tablet power lasts long short charge time hd screen really clear con apps available like google play satified 128gb card mine plenty space downloads camera flash best didnt buy tablet high recommend hd tablet 8gb amazon fire want go wrong,5,2
like batteries seem good main brands however understand amazon use wasteful packaging bulk box pack sets 4 package box serve role adds landfills,4,2
wife loves reading books good size,5,2
purchased two tablets one niece one nephew often fighting tablet great platform awesome apps comes equipped sturdy rugged case five stars worth every penny,5,2
ok,5,2
great find great buy batteries,5,2
get bang buck,5,2
good product top notch service always easy purchase multiple delivery options,5,2
gave away nice person gave gleeful,5,2
nice tablet couldnt beat black friday price,5,2
described would recommend friend,5,2
always great batteries good buy price longest lasting,4,2
price unit cant find better quality,5,2
thanks,5,2
definitely good learning tool children easy,5,2
go half box find four batteries work pay little quality batteries work,1,0
amazon brand batteries dont seem last quite long top brands theyre bad dont seem longlasting quality price theyre okay think ill stick top brands future go lot aa variety batteries even bad,3,1
bought daughter christmas know like playing games,5,2
good inexpensive tablet daughter picked black friday 50 bucks loves,4,2
great tablet ages 8 kids love,5,2
seem last long named brand battery im sure happen corrosion long term storage items ill post show corrosion issues,5,2
2nd tablet works great downloading,4,2
far seem last work well,5,2
great watching sports events away home within wi fi range,4,2
know beforehand powerful tablet best bargain price point screen okay read books news surf websites want enjoy videosthis choicethe processor slow amazon app store doesnt apps like youd expect google appstore even though os based android tweaks let install google playstoresearch online stepsoverall im satisfied purchase hope helpful,3,1
brought replacement fifteen fifty books daughter wanted take hawaii books course would weigh lot room cloths pesky airline poundage issues take hundred books mini computer win win win airlines,5,2
durable great tablet handle navigate camera quality good used 2 year old great children features,4,2
alwaysreliable well packaged,5,2
bought take cruise read listen music less expensive tablet loose big loss thought wouldeasy set get tablet amazon prime member 100 year requiredbut lots benefits,5,2
great choice battery life outstanding many kid friendly features,5,2
tablet nice budget friendly device also rugged survived countless falls 3 yr old loves keeps learning hours,5,2
reason meant get aaa aa,3,1
text sharp paper like well lit conditions using backlight dark conditions becomes less paper like quiet useful wanna ditch clip lights set automatic brightness level manually set slim lightweight using case appreciate kindle makes easy holding carryingpacking practically book palm hand one device also like page press outer press buttons page turning one con speedy responsive going though store though fastest kindle yet would say 80 100 dollars well spent paperweight fact would recommend paper weight come price im someone wants best best bought 2 one love gift went bought one well recieved gift aquired major browny points give 4 thumbs read together bed woods road wherever like voyager intended wherever go would give 45 option,4,2
didnt want go sites amazon wanted,1,0
excellent value,5,2
sister inlaw recommended wife thought would try one right size lay bed evening read good book,5,2
looking easy use tablet beginner met needs,5,2
work great use church wireless mics wii controllers,5,2
great batteries,5,2
good tablet price especially amazon prime members display sharp far battery life excellent,5,2
buy leaked within one recharge battery corrosion base ruined battery recharger well warranty 30 days cant use recharge within 30 days,1,0
2 yr old loves tablet best purchase ever great educational videos easy work kids profile amazon got right,5,2
bought 2 year old son loves case makes much easier little hands hold hes dropped times pretty solid scratches,5,2
great great price,5,2
well constructed reasonably priced,5,2
purchased christmas present aunt lives us price thought would good option since doesnt want drop cash ipadfor comparison closest thing 8 insignia tablet similar screen resolution storage features released time fire tablet impresses responsive existing android tablet havethis tablet runs fireos amazons customized version android typically like custom android preferring close vanilla system possible bothered fire need parental controls second none amazon app store extensive although extensive google play store still able find pretty much everything need therethis flagship device performs incredibly price likely purchasing one soon,5,2
great price bundle getting ready hurricane season,5,2
best price number batteries also last long name brand ones,5,2
good,5,2
work described,5,2
3 year old learning much playing games tablet love durable take beating would recommend many games match many age groups plus youtube access,5,2
purchased son carry class instead laptop much convenient enable utilize online textbooks instead purchasingrenting expensive course material,5,2
perfectly fine batteries,5,2
seem good,5,2
whats sayits kindlelishous,5,2
bought batteries mostly giving gifts nieces nephews needed either aa aaa batteries buying packages separately get really expensive using aaa batteries electronics work well dont longest life dont die super fast either get good amount use batteries course depends often long use devices dont notice dramatic difference higher end brand name batteries price happy leak none far duds going 4 stars best buy certainly worth price,4,2
video quality good works well amazon prime video music surprises apps disappointing many common apps available even though android versions bad modest expectations,4,2
bought mom loves play variety games loves far battery life good provides great entertainment,5,2
pleased easy children maneuver,4,2
best batteries,4,2
4 year old loves easy function pretty tough dropped times crack break,5,2
originally 4g needed larger one nephew play games perfect 5 year old,4,2
batteries arrived time exactly described seem holding well name brand battery would highly recommend definitely order,5,2
pickup kindle fire tablets clients gift love,4,2
price good battery life much lower alkaline batteries use get approx half life batteries compared walmart rayovacs,2,0
great great kids adults thanks,5,2
great deal,5,2
amazon kindle series ereaders designed marketed amazon amazon kindle devices enable users browse buy download read ebooks newspapers magazines digital media via wireless networking kindle store,5,2
nice item thanks,5,2
excellent value price super easy use set wonderful display love fact add sd card memory unlike old kindles plus im really impressed fact amazon great offers,5,2
work last,5,2
needed tough little tablet grandson couple months held well,5,2
batteries work better high dollar kind love never buy another brand last long time trouble powering battery draining device,5,2
great reading best part light weight long battery life,5,2
love efficiently amaozon packages batteries seem hold comparably name brand batteries also inexpensive,5,2
last long time better competing brands,5,2
thought would give aa batteries try always used kirkland brand never problem cents cheaper see long last compared kirkland brand costco,5,2
good,5,2
kids really enjoyed tablet kid friendly,5,2
great tablet invested amazon system nice screen functions well,5,2
happy fire given price paid reviews stated camera good would like better could mirror smart tv otherwise value good product,4,2
got my9 year old could play mine craft little games well durable easy operate,4,2
bought 4 years old granddaughter loves books apps videos needs learn play love cause plays leaves mine alone everything set parental guides best buy ever,5,2
bought kids cheap alternative ipad mini lose break easy replace little pocket,5,2
inexpensive tablet use learn step nabi thrilled learn skype already,5,2
usually buy duracell batteries purchase sale groupon received bad batch always takes long get decided give amazon batteries try ill never buy another battery anywhere else thank amazon providing another quality product worked well expensive brands reduced price shipping prompt time,5,2
using batteries month half used performed well batteries inserted 3 items arrived still workingso far found bad batteries included orderwould recommend based performance batteries used far,4,2
price great investment amazon prime becomes loads fun,5,2
price good received order one day,4,2
baby boy one knew girl would love well fun games appstore access new games books,4,2
bought 3 year old grandson loves good learning tool along great fun,5,2
brand new packaged inside box 4in row batteries last long name brand much higher price,5,2
brought 8 yr old son cannot put would recommend product,3,1
old fire upgraded fire hd love everything far,5,2
bought year ago still couple packets 4 gonna get soon,5,2
amazon basics batteries best use specifically kwikset kevo among things certain items burning batteries quickly mind 2 months,5,2
perfect love product,5,2
seem higher quality name brand definitely worth,5,2
daughter loves gamesvideos watch day wife uses read evening thing gets used lot couldnt happier purchase,5,2
long lasting product good bang buck,5,2
purchased kindle 3 yr old since lightweight easy use would let one figure apps functions parental setting great havent gotten much,3,1
cant go wrone affordable batteries,5,2
perfect granddaughter christmas present,5,2
already fire didnt enough storage space tablet solved problem however im unable download dropbox already installed previous tablet tablet little different however figure could install one drive put photos program otherwise good tablet,4,2
loved great gift easy use small great,5,2
great value,5,2
worked really well ive batteries months dont think items used required batteries died yet hoping batteries continue work awhile longer really nice large supply batteries especially since last long,5,2
great,5,2
good others,5,2
great quality batteries highly recommended continue buy really good price,5,2
portable bluetooth speaker excellent sound taken anywhere unlike echo echo dot plugged want listen favorite song ask alexa want know weather report ask alexa want know horoscope ask alexa lot fun entertainment great price big things come small packages,5,2
difficult excited aa batteries everything purchase advertised well packaged even arrived several days early working well regret order aaa batteries time,4,2
kindle voyage great screen resolution awesome love new page turn buttons missed ones previous kindle keyboard,5,2
great batteries great price great almost definitely buy,5,2
love kindleit user friendly theres much thought,5,2
great tablet good parental controls kids,5,2
got tablet deal good quality video watch,4,2
good batteries better price,5,2
far theyve worked great think good price number batteries get,5,2
way go allinone package kids everything setup easily controlled adult log,5,2
good price,5,2
bought thing refurbished find unplug plug back hdmi cable regular basis switching inputs tv sure amazon fire box tv likelyotherwise good device bought ability hard wire ethernet connection gigabit switch 4k capabilities alexa app handy features severely handicappedi probably bought new usually refurbished devices work well tested resale probably tough catch hdmi port might finicky may switch,2,0
never enough batteries use quickly love extra boxes good price seem work well,5,2
certainly get,5,2
work well,5,2
batteries work listed,4,2
love portable move room room effortlessly,5,2
absolutely love tablet many kid apps dont require wifi son even able watch mickey mouse clubhouse episode car without internet connection,5,2
great little lap top touch screen absolutely ruins,5,2
bought toddler perfect rough still works wanted something use teach basics using tablet worked great comes 2 yrs warranty,5,2
work great price pointi havent tested capacity spend bit time looking reviews stuff seem par costco duracells thats plenty fine really like price conveniencewhen get right really care aa batteries dont buy crap arent crap,5,2
screen great fire hd 8 tablet given child loves tablet thing dont like whole amazon experience advertisement tablet nice,4,2
bought gift dad likes far fast enough apps great reading,4,2
good batteries come celo wrapped 4s,5,2
bought wife techie word likes suggest buying protective screen padded case,4,2
buy bad price worth,5,2
batteries,5,2
got present love size screen,5,2
great tablet without steep cost ipad havent used much far picture sound pretty good able stream moviesshows quite nice,5,2
great product works good expensive brands,5,2
great price great batteries,5,2
decent batteries,4,2
great tablet kids amazon bonuses dont worry content kid accessing,4,2
perfect 3 year old loves charger little tricky times one plug ive made sure download favorite things offline worked fine buying sd card soon give room though havent run issues far,4,2
luv fire hd tabletlove playing games itso easy carry around,5,2
new tablet easy use also easy travel,4,2
4 year old grandson likes play games watch movies best ever purchase ive done,5,2
average tablet bit slow good option people budget,3,1
awful batteries,1,0
amazon fire great reading kindle books checking email facebook checking internet havent ckd else im sure lot,5,2
bought kids never bought amazon tablets youtube kids must however installing google playstore framework services surprisingly easy easy excellent list games entertainment amazon store integration prime account extremely simple price point performance quality tablet 4999 8 16gb 7999 32gb ordinary name tablets 100 outstanding presence ads material really isnt problem well worth discount im happy,5,2
gave away nice person gave gleeful,5,2
gifted friend said enjoying product,5,2
great item easy connect wifi small enough fit purse,5,2
great value work good brand,5,2
14yo daughter loves read watch certain shows netflix well amazon prime less interested apps good thing since access google play apps unless side load google play app casual person technical would like,4,2
great seal batteries,5,2
awesome tablet great value money son enjoying lot,5,2
size table great im able carry purse problem,5,2
steal 8 gb model wellthis punch,5,2
glad get control time spent sure site apps,5,2
great kids simple inexpensive 16g must better 8g,4,2
run juice faster duracell energizers,3,1
batteries decent came well packaged im unsure good son needed replace batteries game zone often although replaced duracell batteries well,4,2
never spending small fortune brands work great,5,2
bought 7 yr old quality product affordable price bought sale 6999,5,2
good price time tell hold thanks,5,2
recommend purchase encourage batteries work great bargain price many get wont buying batteries anywhere else,5,2
last long time,4,2
far seem last long top brands lot less money definitely continue order batteries,5,2
love kindle listen musicread emails pick book read everything loads easily,4,2
love read kindle fire like hundreds books fingertips,5,2
quite upgrade original fire deletion carousel welcome change new turn style approach faster consice still dont know chime sounds also miss ease making notes reading got better way organize books trying figure series trilogies etc impossible buy series set chances good amazon wont pick new purchase book already read,5,2
batteries work well better national brands lower pricepoint,5,2
almost feels like reading book light comforting way easy carry around great eyes reading enjoyable,5,2
good little kids runs little slow though,3,1
quality batteries great price,5,2
nice phone price would recommend budget,4,2
tablet good one everyday use small clear image sure really wanted one small ok,4,2
great batteries price use luna candles time leave candles evening night keep good amount aaa batteries love candles different colors keeping 710 hours good battery,5,2
get pay playtime works wants went long trip videos downloaded issues playing time son almost 2 gets bored quickly pros price well protected externally,3,1
priced well work great,5,2
great christmas toys great price,5,2
ive using amazon basics batteries time get subscribe savethese meant heavy duty super long life last reasonably long purposes price extremely fair inexpensive dont expect last long name brands therefore dont worry feel good job way use mouse keyboard mini flashlight small radio etc continue order amazon basics aa aaa sizes,5,2
price everybody one tablet works really good,5,2
enjoy lot son yeah really enjoyed likes lot different options,5,2
find batteries fail short time items like wireless thermometers wall clocks average changing required within month would purchase,1,0
dropped thrown doesnt break awesome tablet,5,2
many apps look hard put everythig reached figertips,5,2
though try use rechargeable batteries whenever possible sometimes isnt batteries aa aaa outstanding value never problem product delivers without breaking bankupdated 12416 since come back aaa aa good great valueupdated 3717 another order good results,5,2
product sale black friday serves purpose quality good use chromecast,4,2
job,4,2
satisfied tablet easy operate,4,2
nice tablet use mostly playing apps searching internet,5,2
trying get son read thought kindle would help first got good deal old kindle model refurbished quickly broke gift card best buy one sale got also bought silicone case bought best buy warranty much easier use model vs old one originally like use freetime app device get books also use overdrive get books library far working great us bought best buy instead getting online amazon like best buy warranty easier deal amazon,5,2
amazon fire tablet awesome daughter loves much easy access download apps settings functions easy use program,5,2
perfect kid cheap son broke lot tablets one seems durable,5,2
excellent,5,2
bought 2 yr old grandson christmas loves protective case sturdy hold toddler easy kid friendly,5,2
tablet easy use storage isnt great add card extra storage nice havent found problems yet reasonably price,4,2
son loves tablet built tough sturdy great price,4,2
good item,5,2
19 month old loves tablet many learning apps easy function,5,2
good,5,2
nothing much unusual extraordinary say theyre batteries work fine probably really worth either patient shipping prime otherwise youre missing much getting batteries grocery store somewhere vs,4,2
get good better performance batteries name brand batteries far less expensive even compared bulk packages stores use lot batteries great find love batteries shrink wrapped groups four thus making easy carry backup batteries onthego purchased multiple times purchase,5,2
shipped fast far lasting like major brand batteries,4,2
batteries say,5,2
looking something small could use get internet check emails prefect,4,2
bought 6 year old daughter great set time limits set educational stuff play weekend time set different week days protective case durable perfect clumsy child happy product,5,2
theyre aa batteries much say work,5,2
enjoy kindle fun games access internet read books etc,5,2
good cheap tablet checking website playing game like candy crush,4,2
great value ive gotten tired buying expensive batteries putting kids toys changing days later left toy much better wallet,5,2
good price fast service,5,2
im charged,5,2
must gotten defective lot caused every fire alarm house sound within days installing batteries late return much 10 year shelf life,1,0
best tablet 2 year old son helped lot seems simple kids tablet system available,5,2
backpack great quality reason gave 45 stars wouldnt trust laptop slot alone protect laptop padded enough choice id rather laptop slot replaced waterproof cooler space purchased hiking gripe bag great quality comfortable plenty space well worth price,4,2
works great good value,5,2
bought tablet nice really like night time mode use bed still sleep,4,2
awful poor performance mouse ran several weeks several months duracells never gotten several days buy,1,0
great tablet great price size would highly recommend,5,2
good quality,5,2
doesnt last long,2,0
bought son wouldnt carry books back deployment,5,2
two batteries came amazon basics mouse bought suprised took two years die definitely buying highly recommend,5,2
great quality price convenient available times,5,2
good far,5,2
wife wanted got totally happy loves size reading online books,5,2
bought one 40 black friday sale gift cousin flattered performance even didnt expect good works flawlessly usual games apps going miss youtube amazons app store youtube meets requirements daily use,5,2
great first time tablet advanced options available,3,1
never buy batteries store fantastic deal,5,2
great batteries buy save money,5,2
needed something christmas five year old grandaughter hit spot,5,2
stopped working less 3 months,1,0
one best tabs kids start withrugged sophisticated,5,2
works good price great,5,2
im happy tabletmy nephew loves,5,2
use batteries like would recommend much cheaper buying locally good better,5,2
like size quick connection sometimes app store cant find items look,4,2
lots batteries perfect value last,5,2
kid proof works well plenty apps,5,2
way lock font size changes touch screen liked paper white better died,3,1
bought tablet black friday special little girl wasnt expecting much tablet boy surprised capabilities love tablet,5,2
great tablet grandson plenty storage favorite games books also enjoy parental settings see everything set time limits overall great buyand pricing way awesome,5,2
tablet great tool use world wide web check email,5,2
nice reading sometimes screen little slow hate ads main screen,5,2
amazon fire hd 8 7th generationworking good loved,5,2
great tablet money cheap use stand alone interface fish tank,5,2
love brought two grandson god daughter,5,2
son loves tablet put,5,2
work great,5,2
husband experts new technology phones decided start tablet choose amazon fire hd 88 recommendation computer expert,5,2
love kindle price best value tech right,5,2
awesome batteries awesome price,5,2
pricethey well worth,5,2
batteries work well duracell whatever name brand find stores long lasting great quality buy agian,5,2
far goodand problems anticipatedi really like packaginggroups 4 plastic wrappers makes easy maintain package,5,2
great case ok tablet android play store weak micro usb port isnt straight box tablet install android play store far charging port goes im 3rd one best buy best return policy,3,1
tested higher voltage new aaa batteries well worth price,5,2
enjoy kindle fire easy use get,4,2
ive love kindles years looking bit larger reading area got satisfied except goes blank repeatedly apparent reason stay back satisfaction,4,2
always good price good meant,5,2
everything needed screen nice enough price right,5,2
good price work fine,5,2
granddaughter loves tablet love fact two year warranty breakage also comes free year amazon free time,5,2
wife really likes works great likes front back camera,5,2
work like,5,2
wonderful value moneyclear display great color,5,2
user friendly addition camera exposure sharp enough however great tablet child play,4,2
great value perfect needs would highly recommend product second one ive bought,5,2
ouststanding deal bought alexa voice order since didnt get alexa price reason contacted amazon customer service amazon corrected problem quickly without information effort part love amazonthe batteries plain box wrapped four packs often buy amazonbasics quality simple clean packaging use lot aa batteries items work rechargeables dont mind finding space 48 fact box 48 requires little space 2024 pack batteries since batteries use packagingput wish list save later cart watch great price buy,5,2
bought tablet 2 year grand daughter system comes set kid friendly games allows put tablet kid mode keeps safe zone also installed abc mouse another hit program,4,2
working perfect,5,2
nice easy switch profiles would like childs tablet overall easy use lot junk main profile,4,2
great product second one purchase recomend,4,2
purchased grandson easy use love parental controls free time mode included bumper case bonus,5,2
excellent ratio quality price lightweight good resolution easy use,5,2
great tablet grandkids love great item,5,2
never enough house really like bulk purchase handy option,5,2
love fire hd went back bought fire 7 wife afternoon,5,2
ok,5,2
purchased older grandson age 6 christmas stated another review games downloaded ready use opened,5,2
tap amazing portable connected amazon content,5,2
long time uses kindles new kindle fire replaced one ive years gotta say love new apps upgraded theres use daily son free time kids membership 3month age appropriate content,5,2
feel like found great deal love back batteries home well friends family far ive used 12 different products far good honestly great pricevalue ifwhen need batteries ill babies,5,2
really good working,5,2
daughter gets great use tablet loves read gets best worlds get books surf web fsntastic buy,5,2
great tablet price tendency go multiple tablets year little kids great price everything want young kids,5,2
great value,4,2
ive started allow device grow yes saw color variation either eyes adjusted gone away im back reading like used love,4,2
good tablet youtube kids like iphone dont expect iphonepad quality basic appstore children,4,2
son uses device help homework,4,2
daughter absolutely loves new fire lots space easy set lots apps,5,2
avid amazon user shopping tablets bought different model younger brother purchased one grandparents love,5,2
buy,5,2
awesome,5,2
great batteries need pay 2 3 times price name brand use kids toys remote controls etc would spend money better battery critical tool flashlight etc way kids use batteries toys route go last long comparable name brand come much easier packaging,5,2
batteries nothing wrong nice many batteries home price thats,5,2
dude lights amazing perfect addition underneath kitchen cabinets really love remote allows dim lights also timer individual lights came two small screws install well 3m tape used screws durable effect lights also came brand new batteries get started interior decorator stager ill tell clients great product,5,2
child loves used time killer learn,5,2
owning kids samsung seems confusing navigate also returned using samaumg,2,0
love many apps download free easy maneuver able grow,5,2
2 year old granddaughter carries tablet everywhere loves,5,2
first fire hd8 purchased died within 1 week purchase go back exchange new one good sign far,2,0
great price good batteries,5,2
good batteries like youd buy store cost lot less money,5,2
love amazon fire tabletyou haveeverything want books games etc picture clear beautiful cant keep son im thinking getting another love watching videos favorite show,5,2
purchased grandson loves purchased blue cover,5,2
great starter tablet without big cost everything need,5,2
think great price 48 batteries anything like never batteries need usually remote control either borrow batteries different device switch batteries around remotewhich may add work short term work saw amazon couldnt pass bought october super helpful around christmas come nice sturdy box store packages groups four lasted issuesi paid around 11 noticed slightly cheaper subscribe save needless say picking another box great batteries,5,2
best ever used,5,2
last 2 models kindle hdx 8 terrible purchased 2 model kindle last 2 models great last years replaced 7 8 times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,1,0
5 year old granddaughter cannot put fire tablet granddaughter plays variety games watches videos loves tablet,4,2
great price batteries,5,2
got tablet 6 year old grand daughter must say great decision used tablet learning fun watch play games tablet listen favorite music watch movies problem using tablet even taught operate amazon fire kids edition tablet,5,2
great graphics price compared brands,5,2
bought friend mine really liked,4,2
support snmap circuits happy purchase 9 year old grandchild loves electroniucs uising hands,5,2
great price,5,2
upgraded older version slowed excellent graphics speed look forward learning newer features,5,2
husband loves tablet works great bought,5,2
cheap work great,5,2
problem using batteries seem last long time,5,2
would highly recommend anyone children great value money,5,2
like screeneasier readhappy bought,4,2
ive kindles years latest one also right top,5,2
love tablet got grandson minute comes door wants tablet keeps busy,5,2
great price big box batteries long lasting,5,2
perfect basic stuff games media reading,5,2
prior reviews good batteries thought would give try far good still working described change review need highly satisfied,5,2
bought young grand daughter start teaching basic colors numbers uses like pro great variety teaching games parents bought one house using year still working like new,5,2
purchased father law works perfect good product price,4,2
great product,4,2
love tablet highly recommended especially toddler whos learning lots games activities learning parental controls find extremely necessary internet today,5,2
great go companion avid reader easy load books connect prime,5,2
anything amazon basics amazong,5,2
great value,5,2
enjoy small version although looking lot features would recommend kindle products pretty much similar carrying around paperback book size portability,4,2
got magenta color loved beautiful purpleish color shown picture instead got really bright pinkish color looks nothing like color shown went store hoping replace different color told since bought sale pay 30 dollar price difference wanted exchange unbelievable product good never liked best buy customer service,2,0
works great devices seem good quality last long major battery brands definitely purchase,5,2
love kid friendly tablet also love parental controls able supervise everything hes still able play games watch videos loves even easy enough 3 year old sister use great product glad purchased saved money instead getting ipad samsung much better choice,5,2
images crisp text easy read apps good easy navigate love,5,2
great price look forward using seeing long last update known packages well,5,2
works lot better ones buy dollar store much energy price affordable well,5,2
price good dont think batteries perform well peers reading reviews actual electricians think agreei love amazon products wouldnt buy unless half competitors prices,3,1
got 8yo daughter lot times doesnt work restart lot 3 apps added came way many preloaded apps annoying thing kids profile permanently horizontal really worth money least shes playing inside bubble game tablet instead ipad,2,0
hey wall chargerhey wall chargerhey wall charger yet fail nough said,5,2
great product great price,5,2
